id_cliente,data,tipo,resolvido,canal
54,2024-11-17,Cadastro,True,Telefone
55,2024-11-22,Cadastro,True,Telefone
55,2025-01-13,Cadastro,True,Telefone
56,2024-06-06,Entrega,True,Chat
57,2024-05-27,Entrega,False,Telefone
58,2024-09-07,Entrega,False,Chat
58,2024-09-25,Entrega,True,Telefone
58,2024-06-11,Entrega,False,Email
58,2024-11-10,Entrega,False,Telefone
58,2024-11-05,Financeiro,False,Telefone
59,2025-03-25,Cadastro,True,Email
60,2024-10-05,Entrega,False,Chat
60,2025-01-18,Cadastro,False,Chat
60,2024-06-02,Cadastro,True,Email
60,2024-10-28,Cadastro,True,Chat
60,2024-08-10,Financeiro,True,Chat
61,2025-01-04,Entrega,True,Chat
61,2024-07-22,Cadastro,False,Telefone
62,2025-04-12,Cadastro,True,Email
62,2025-02-11,Cadastro,True,Telefone
62,2024-08-19,Entrega,False,Chat
62,2025-01-31,Entrega,True,Chat
62,2024-09-14,Financeiro,False,Chat
63,2024-11-11,Entrega,False,Chat
63,2024-08-20,Financeiro,True,Chat
63,2024-07-01,Cadastro,False,Telefone
63,2024-05-21,Entrega,True,Email
63,2024-07-31,Cadastro,True,Email
64,2025-02-13,Financeiro,False,Chat
65,2025-03-30,Entrega,True,Email
65,2024-08-18,Cadastro,True,Telefone
65,2025-01-11,Financeiro,True,Chat
65,2024-11-27,Financeiro,True,Telefone
66,2024-06-07,Financeiro,True,Telefone
66,2024-10-19,Financeiro,False,Email
66,2024-09-16,Entrega,False,Chat
66,2024-07-24,Cadastro,False,Chat
66,2024-11-07,Cadastro,False,Email
67,2024-09-24,Cadastro,False,Chat
67,2024-07-03,Cadastro,False,Email
67,2025-04-22,Entrega,False,Telefone
67,2024-08-15,Entrega,False,Telefone
67,2024-09-01,Entrega,False,Email
68,2025-04-10,Financeiro,True,Email
68,2024-12-10,Entrega,False,Email
68,2024-07-13,Cadastro,False,Chat
68,2024-09-15,Entrega,True,Email
69,2024-08-19,Financeiro,False,Email
69,2024-06-01,Entrega,True,Email
69,2025-02-03,Cadastro,True,Telefone
70,2025-03-13,Entrega,True,Telefone
70,2024-12-22,Entrega,False,Email
71,2024-12-22,Financeiro,False,Telefone
72,2025-03-08,Entrega,False,Email
72,2025-03-27,Financeiro,True,Email
72,2024-10-25,Entrega,True,Chat
72,2024-10-16,Financeiro,False,Chat
72,2025-01-26,Financeiro,False,Email
73,2024-09-29,Financeiro,False,Email
73,2024-08-25,Financeiro,True,Email
73,2025-02-13,Financeiro,False,Email
73,2025-01-11,Cadastro,True,Chat
74,2024-06-21,Cadastro,True,Chat
74,2024-05-21,Entrega,False,Email
74,2025-03-08,Cadastro,True,Chat
74,2024-11-13,Entrega,True,Email
74,2024-12-21,Cadastro,True,Chat
75,2024-10-19,Entrega,False,Telefone
75,2024-11-26,Financeiro,True,Email
76,2024-05-23,Financeiro,True,Email
76,2024-07-30,Financeiro,True,Email
76,2025-02-20,Financeiro,True,Email
77,2024-08-13,Financeiro,False,Email
77,2025-02-09,Financeiro,True,Telefone
78,2025-03-18,Cadastro,True,Telefone
78,2025-04-12,Financeiro,True,Chat
78,2025-04-26,Financeiro,False,Telefone
79,2024-11-24,Entrega,True,Email
79,2024-07-01,Cadastro,True,Email
79,2024-06-10,Financeiro,True,Chat
79,2024-10-07,Entrega,True,Chat
80,2025-01-16,Entrega,False,Email
80,2025-02-27,Financeiro,False,Email
80,2025-04-19,Entrega,True,Telefone
80,2024-06-30,Cadastro,False,Telefone
81,2024-10-21,Cadastro,True,Chat
81,2024-12-27,Entrega,False,Email
81,2025-01-27,Entrega,False,Telefone
81,2024-08-02,Cadastro,False,Email
81,2024-10-10,Cadastro,False,Telefone
82,2024-07-23,Entrega,False,Telefone
83,2025-05-12,Entrega,False,Chat
83,2025-01-28,Cadastro,False,Telefone
83,2025-05-06,Cadastro,False,Chat
83,2024-06-10,Financeiro,False,Email
83,2024-10-15,Financeiro,False,Chat
84,2024-07-10,Entrega,False,Email
84,2024-06-09,Financeiro,False,Email
85,2024-05-14,Financeiro,False,Chat
85,2024-09-22,Entrega,True,Telefone
85,2024-11-16,Cadastro,False,Email
85,2024-12-01,Entrega,False,Chat
86,2025-02-22,Cadastro,False,Email
86,2025-05-01,Entrega,False,Email
86,2025-04-20,Financeiro,False,Email
86,2024-08-10,Cadastro,False,Chat
87,2024-07-09,Entrega,False,Email
87,2024-05-15,Cadastro,True,Chat
87,2024-12-05,Cadastro,True,Email
88,2024-12-18,Entrega,False,Telefone
88,2024-06-10,Entrega,True,Chat
88,2024-05-25,Entrega,False,Chat
88,2024-10-04,Cadastro,True,Chat
88,2025-05-05,Financeiro,False,Email
89,2025-04-29,Entrega,True,Chat
89,2025-02-02,Entrega,True,Email
90,2025-03-21,Cadastro,True,Chat
90,2025-01-21,Cadastro,True,Chat
90,2024-05-29,Cadastro,True,Email
91,2025-03-02,Entrega,False,Chat
91,2024-12-13,Financeiro,False,Chat
92,2024-08-09,Cadastro,True,Telefone
92,2025-02-23,Entrega,False,Telefone
92,2024-06-04,Entrega,False,Email
92,2025-01-27,Financeiro,True,Chat
92,2024-07-25,Entrega,True,Chat
93,2024-05-16,Financeiro,False,Chat
93,2024-11-23,Cadastro,False,Telefone
93,2024-05-22,Cadastro,False,Chat
94,2024-09-11,Cadastro,True,Chat
94,2024-08-07,Financeiro,True,Email
95,2024-11-17,Cadastro,False,Chat
95,2024-11-21,Financeiro,False,Email
96,2025-04-12,Cadastro,True,Telefone
96,2024-09-05,Entrega,False,Chat
97,2025-05-02,Financeiro,False,Chat
98,2024-07-06,Financeiro,False,Chat
98,2024-07-17,Cadastro,False,Email
98,2024-07-23,Cadastro,True,Telefone
98,2024-11-11,Entrega,False,Telefone
99,2025-02-11,Entrega,False,Email
100,2024-10-27,Cadastro,True,Chat
100,2024-12-01,Entrega,True,Email
100,2024-12-24,Financeiro,True,Email
100,2025-01-08,Cadastro,False,Telefone
101,2025-03-31,Entrega,False,Chat
102,2024-08-04,Financeiro,False,Email
102,2024-09-22,Financeiro,False,Chat
102,2025-02-01,Financeiro,False,Email
102,2024-09-09,Financeiro,True,Email
102,2024-08-16,Financeiro,False,Email
103,2024-06-04,Cadastro,False,Email
103,2024-07-20,Entrega,False,Telefone
104,2024-05-23,Financeiro,False,Telefone
104,2024-10-06,Financeiro,False,Telefone
104,2024-12-08,Cadastro,True,Chat
104,2024-08-28,Cadastro,False,Email
104,2025-01-17,Cadastro,False,Telefone
105,2025-02-16,Cadastro,True,Chat
105,2024-12-20,Cadastro,True,Telefone
106,2025-05-10,Entrega,False,Chat
106,2025-01-11,Entrega,False,Email
106,2024-07-19,Financeiro,False,Email
107,2024-08-24,Cadastro,True,Telefone
107,2024-11-13,Cadastro,False,Telefone
107,2024-07-23,Entrega,False,Email
107,2024-12-23,Cadastro,True,Chat
108,2024-06-17,Cadastro,True,Chat
108,2025-04-22,Entrega,False,Telefone
108,2025-01-05,Entrega,True,Chat
108,2025-02-16,Cadastro,False,Email
109,2025-03-29,Cadastro,False,Chat
109,2025-03-10,Cadastro,True,Chat
110,2024-07-24,Financeiro,True,Telefone
111,2025-04-28,Financeiro,False,Email
111,2025-02-23,Financeiro,False,Chat
111,2025-02-24,Financeiro,True,Email
112,2025-02-04,Entrega,False,Email
112,2025-03-10,Cadastro,False,Telefone
112,2024-08-21,Financeiro,False,Email
112,2024-10-11,Financeiro,True,Email
112,2024-09-01,Entrega,False,Telefone
113,2025-04-03,Cadastro,False,Telefone
113,2024-06-15,Financeiro,False,Telefone
113,2025-02-03,Cadastro,False,Email
113,2025-05-06,Financeiro,True,Email
113,2024-08-03,Entrega,False,Email
114,2024-08-16,Entrega,False,Email
114,2025-01-17,Financeiro,False,Chat
114,2024-06-07,Entrega,True,Chat
114,2025-05-04,Cadastro,False,Telefone
114,2024-09-27,Cadastro,True,Telefone
115,2024-09-28,Financeiro,False,Telefone
115,2024-05-27,Financeiro,False,Email
115,2024-11-10,Cadastro,False,Telefone
116,2025-05-12,Cadastro,False,Email
116,2024-06-22,Cadastro,False,Telefone
117,2024-06-19,Cadastro,True,Telefone
117,2025-03-31,Entrega,False,Telefone
117,2024-11-09,Entrega,True,Email
117,2024-11-21,Financeiro,True,Telefone
117,2024-12-27,Cadastro,True,Email
118,2025-04-15,Financeiro,True,Email
118,2025-03-25,Cadastro,True,Telefone
118,2025-02-24,Entrega,False,Telefone
118,2025-03-05,Cadastro,True,Email
119,2024-08-11,Entrega,False,Telefone
119,2024-09-24,Entrega,False,Chat
119,2025-03-27,Cadastro,True,Telefone
119,2025-03-11,Entrega,False,Email
119,2025-03-05,Financeiro,False,Chat
120,2025-01-09,Financeiro,True,Email
121,2024-07-26,Cadastro,True,Telefone
121,2024-05-17,Financeiro,False,Chat
121,2025-03-30,Entrega,False,Chat
122,2024-11-06,Entrega,False,Chat
122,2024-08-11,Entrega,False,Telefone
123,2024-07-30,Cadastro,False,Telefone
123,2024-06-01,Financeiro,True,Telefone
123,2025-02-18,Cadastro,False,Chat
124,2025-03-15,Cadastro,False,Email
124,2024-11-07,Entrega,True,Chat
124,2024-07-11,Entrega,False,Telefone
124,2024-07-15,Cadastro,False,Chat
124,2024-09-04,Financeiro,False,Telefone
125,2024-09-21,Entrega,False,Chat
126,2025-04-03,Financeiro,False,Email
126,2024-10-03,Entrega,True,Email
127,2024-10-29,Financeiro,False,Telefone
127,2025-03-07,Cadastro,True,Email
127,2025-01-19,Financeiro,True,Email
127,2025-01-28,Financeiro,True,Chat
127,2025-02-09,Entrega,True,Telefone
128,2025-01-14,Entrega,True,Email
128,2024-05-21,Financeiro,True,Telefone
128,2025-03-29,Cadastro,False,Telefone
128,2024-07-03,Financeiro,True,Telefone
128,2025-01-12,Entrega,False,Email
129,2025-05-11,Cadastro,False,Telefone
129,2024-10-30,Entrega,True,Chat
129,2024-11-16,Cadastro,False,Email
129,2024-10-08,Cadastro,True,Telefone
129,2024-06-13,Financeiro,False,Telefone
130,2024-07-25,Cadastro,False,Email
130,2024-11-29,Entrega,True,Chat
130,2025-02-26,Financeiro,False,Chat
131,2025-04-01,Cadastro,True,Email
132,2025-02-12,Financeiro,False,Email
132,2024-05-20,Entrega,False,Email
133,2024-10-13,Cadastro,True,Telefone
133,2024-05-15,Cadastro,True,Chat
133,2024-08-05,Cadastro,True,Telefone
134,2024-09-13,Entrega,False,Telefone
134,2024-10-09,Financeiro,False,Email
134,2024-08-11,Cadastro,False,Chat
135,2024-10-31,Entrega,False,Chat
135,2024-11-07,Entrega,True,Telefone
135,2024-10-21,Financeiro,True,Chat
136,2024-10-24,Financeiro,False,Chat
136,2024-08-14,Financeiro,True,Chat
136,2024-08-24,Cadastro,True,Chat
136,2025-04-16,Entrega,True,Email
136,2025-04-26,Entrega,False,Telefone
137,2025-04-11,Cadastro,True,Chat
137,2025-02-01,Cadastro,True,Telefone
137,2024-10-12,Entrega,False,Email
138,2024-11-06,Cadastro,False,Chat
138,2025-01-26,Financeiro,True,Chat
138,2024-09-12,Financeiro,False,Chat
139,2024-07-28,Cadastro,True,Chat
139,2025-04-14,Entrega,False,Email
139,2025-02-12,Financeiro,True,Telefone
139,2025-02-21,Financeiro,False,Telefone
139,2025-03-23,Cadastro,False,Chat
140,2025-03-24,Financeiro,True,Chat
140,2025-04-14,Entrega,True,Email
140,2024-05-16,Cadastro,True,Email
140,2025-02-10,Financeiro,False,Email
141,2025-01-30,Cadastro,True,Telefone
141,2024-10-24,Entrega,False,Email
141,2024-08-22,Cadastro,False,Telefone
141,2024-08-06,Entrega,True,Chat
141,2025-02-19,Financeiro,True,Telefone
142,2024-11-13,Entrega,True,Telefone
142,2025-03-19,Cadastro,False,Telefone
142,2024-08-08,Cadastro,True,Chat
142,2025-03-07,Cadastro,False,Telefone
143,2024-10-29,Entrega,True,Chat
144,2024-08-10,Cadastro,True,Chat
144,2025-05-06,Entrega,False,Chat
144,2024-06-22,Financeiro,True,Email
145,2025-04-04,Entrega,True,Chat
145,2025-03-11,Cadastro,True,Telefone
145,2025-01-01,Cadastro,False,Chat
146,2025-04-10,Financeiro,False,Email
146,2024-07-06,Cadastro,False,Chat
146,2024-07-06,Financeiro,True,Chat
146,2024-06-17,Entrega,True,Chat
147,2024-10-11,Entrega,False,Email
147,2025-02-02,Entrega,True,Email
148,2024-09-07,Financeiro,True,Chat
148,2024-09-29,Entrega,True,Email
149,2024-08-08,Cadastro,True,Email
149,2024-05-29,Cadastro,True,Telefone
149,2024-11-23,Entrega,True,Chat
150,2025-05-04,Entrega,True,Telefone
151,2024-06-20,Cadastro,False,Email
152,2025-04-28,Financeiro,False,Chat
152,2024-08-11,Cadastro,True,Email
152,2024-05-24,Entrega,True,Telefone
153,2024-08-25,Entrega,True,Email
153,2025-02-05,Entrega,False,Chat
153,2024-11-03,Entrega,False,Email
153,2025-04-10,Entrega,True,Chat
154,2024-06-25,Financeiro,False,Telefone
154,2024-08-10,Cadastro,False,Email
154,2024-11-19,Cadastro,True,Telefone
155,2024-11-03,Financeiro,False,Telefone
155,2025-01-19,Cadastro,False,Telefone
156,2025-03-10,Entrega,True,Chat
156,2024-06-01,Cadastro,True,Chat
157,2024-10-21,Financeiro,True,Telefone
158,2025-03-20,Entrega,False,Chat
158,2025-02-16,Financeiro,True,Chat
158,2024-10-20,Cadastro,True,Telefone
158,2024-06-08,Cadastro,False,Telefone
158,2024-11-26,Entrega,False,Email
159,2025-01-17,Cadastro,False,Telefone
159,2024-06-25,Entrega,False,Telefone
159,2025-04-03,Financeiro,True,Email
159,2025-01-01,Entrega,True,Email
159,2024-10-10,Entrega,False,Chat
160,2024-10-23,Cadastro,False,Email
161,2024-12-14,Cadastro,True,Email
161,2024-05-21,Cadastro,False,Telefone
161,2025-01-18,Financeiro,False,Email
161,2024-09-29,Financeiro,True,Telefone
161,2024-07-09,Cadastro,True,Email
162,2025-03-04,Financeiro,False,Chat
163,2025-02-17,Cadastro,True,Chat
164,2025-02-04,Cadastro,False,Email
164,2024-09-20,Cadastro,True,Telefone
165,2024-08-12,Entrega,False,Chat
165,2024-05-31,Cadastro,True,Telefone
165,2024-12-05,Financeiro,True,Telefone
165,2025-01-23,Cadastro,True,Chat
165,2024-05-16,Financeiro,False,Chat
166,2025-05-11,Entrega,True,Telefone
166,2024-10-12,Cadastro,False,Telefone
166,2024-08-19,Entrega,False,Email
166,2024-06-16,Financeiro,True,Email
166,2024-08-17,Entrega,True,Email
167,2024-12-14,Cadastro,False,Chat
167,2024-07-21,Financeiro,False,Telefone
168,2024-10-08,Entrega,True,Chat
168,2024-11-15,Financeiro,False,Email
169,2024-08-31,Financeiro,True,Email
169,2024-09-04,Cadastro,True,Chat
169,2024-07-27,Cadastro,True,Telefone
170,2025-04-19,Cadastro,True,Chat
170,2024-11-06,Cadastro,False,Chat
170,2024-06-17,Cadastro,False,Email
170,2024-07-17,Entrega,True,Email
170,2025-05-12,Financeiro,False,Chat
171,2025-03-06,Entrega,True,Telefone
172,2025-02-24,Financeiro,True,Email
172,2024-12-20,Financeiro,True,Telefone
172,2025-02-06,Entrega,True,Chat
172,2025-04-20,Entrega,False,Chat
172,2024-10-11,Cadastro,False,Chat
173,2024-05-17,Entrega,True,Chat
173,2024-06-11,Cadastro,False,Telefone
173,2024-11-09,Cadastro,False,Email
173,2024-08-07,Financeiro,False,Email
174,2025-04-12,Cadastro,False,Email
174,2024-10-26,Financeiro,True,Telefone
175,2024-05-15,Financeiro,True,Email
175,2024-09-23,Financeiro,False,Chat
175,2025-03-01,Financeiro,False,Telefone
176,2025-05-02,Financeiro,False,Email
176,2024-10-06,Entrega,True,Telefone
176,2025-04-18,Financeiro,True,Chat
176,2024-09-17,Entrega,False,Email
177,2024-07-06,Financeiro,True,Email
177,2024-10-25,Entrega,True,Email
178,2024-07-26,Financeiro,False,Chat
178,2025-02-09,Entrega,True,Telefone
178,2025-01-05,Cadastro,False,Chat
178,2024-08-26,Entrega,True,Chat
178,2024-10-12,Entrega,False,Email
179,2024-05-19,Financeiro,False,Telefone
179,2025-04-04,Cadastro,False,Chat
180,2024-10-16,Financeiro,True,Email
181,2025-04-25,Financeiro,False,Email
182,2025-03-14,Financeiro,True,Telefone
183,2024-12-23,Cadastro,True,Telefone
183,2024-11-21,Financeiro,True,Email
183,2025-04-06,Cadastro,False,Chat
184,2024-11-25,Cadastro,False,Email
185,2025-02-13,Entrega,False,Telefone
185,2024-08-27,Entrega,True,Email
185,2024-07-27,Cadastro,True,Telefone
185,2025-02-24,Entrega,True,Email
186,2024-09-11,Financeiro,False,Email
186,2024-10-24,Financeiro,False,Email
186,2025-02-02,Financeiro,True,Email
186,2025-04-27,Financeiro,True,Email
187,2024-06-21,Entrega,False,Email
187,2024-08-25,Cadastro,True,Email
187,2024-05-17,Cadastro,False,Telefone
188,2024-09-07,Financeiro,False,Email
188,2024-12-29,Cadastro,False,Email
188,2024-10-04,Financeiro,False,Chat
188,2025-05-06,Entrega,False,Email
188,2025-02-02,Entrega,True,Chat
189,2024-08-28,Cadastro,False,Telefone
189,2025-01-31,Cadastro,False,Telefone
189,2024-12-15,Financeiro,False,Telefone
189,2025-04-04,Cadastro,False,Chat
190,2024-09-08,Cadastro,False,Chat
190,2024-11-06,Entrega,False,Chat
190,2024-07-21,Entrega,False,Telefone
190,2025-04-03,Financeiro,False,Telefone
190,2025-02-13,Financeiro,True,Chat
191,2025-02-13,Cadastro,True,Email
191,2024-11-18,Entrega,True,Telefone
191,2024-11-05,Financeiro,True,Telefone
191,2024-06-29,Entrega,True,Chat
192,2025-02-08,Cadastro,True,Email
192,2025-01-12,Cadastro,True,Chat
192,2024-09-18,Entrega,True,Chat
192,2024-09-01,Entrega,True,Email
193,2024-08-09,Cadastro,True,Telefone
193,2024-12-10,Cadastro,False,Telefone
193,2024-10-17,Cadastro,True,Telefone
194,2024-08-07,Cadastro,False,Telefone
194,2025-01-16,Cadastro,True,Telefone
194,2025-04-23,Financeiro,False,Email
194,2025-02-13,Cadastro,False,Telefone
195,2024-09-08,Financeiro,True,Chat
195,2024-09-22,Entrega,False,Email
196,2024-10-09,Cadastro,False,Chat
197,2024-11-16,Financeiro,False,Telefone
198,2025-02-14,Cadastro,True,Chat
198,2025-02-03,Cadastro,False,Telefone
198,2024-07-28,Cadastro,True,Telefone
199,2025-04-01,Financeiro,False,Telefone
200,2025-02-16,Financeiro,False,Telefone
200,2024-10-17,Entrega,False,Email
200,2024-10-19,Entrega,True,Email
200,2024-05-23,Financeiro,True,Telefone
